,Attrition_Flag,Age,Gender,Dependent_Count,Education,Marital_Status,Income,Card_Category,Months_On_Book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
226,Existing Customer,45.0,M,3,College,Single,$60K - $80K,Blue,32,4,1.0,2.0,1438.3,0,1438.3,0.81,1468.0,26.0,0.625,0.0
227,Existing Customer,47.0,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4.0,2.0,13878.0,2222,11656.0,0.853,1658.0,38.0,0.35700000000000004,0.16
228,Existing Customer,51.0,F,2,Graduate,Married,Less than $40K,Blue,36,3,1.0,3.0,3106.0,1304,1802.0,0.604,1368.0,38.0,0.40700000000000003,0.42
229,Existing Customer,51.0,M,2,Graduate,Married,$120K +,Blue,44,4,3.0,3.0,34516.0,1666,32850.0,0.613,1218.0,18.0,0.8,0.048
230,Attrited Customer,60.0,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,4.0,3.0,1438.3,1025,413.3,0.838,702.0,12.0,0.7140000000000001,0.713
232,Existing Customer,41.0,M,5,Graduate,Single,$120K +,Blue,29,5,2.0,2.0,5207.0,1748,3459.0,1.073,1310.0,26.0,1.0,0.336
233,Existing Customer,44.0,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2.0,2.0,17965.0,1644,16321.0,0.9209999999999999,1767.0,50.0,0.9229999999999999,0.092
234,Existing Customer,43.0,M,1,College,Single,$60K - $80K,Blue,37,6,3.0,3.0,2733.0,1819,914.0,0.767,933.0,25.0,0.9229999999999999,0.6659999999999999
236,Attrited Customer,52.0,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3.0,3.0,1857.0,1833,24.0,0.723,829.0,17.0,0.7,0.987
237,Existing Customer,44.0,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,3.0,3.0,34516.0,0,34516.0,0.483,1120.0,27.0,0.35,0.0
238,Existing Customer,41.0,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3.0,3.0,11107.0,1222,9885.0,0.5379999999999999,1506.0,33.0,0.941,0.11
240,Attrited Customer,53.0,F,2,Unknown,Married,Less than $40K,Blue,33,2,3.0,3.0,2859.0,2517,342.0,0.993,817.0,30.0,0.667,0.88
241,Existing Customer,39.0,M,2,High School,Single,$80K - $120K,Blue,36,4,2.0,2.0,5269.0,1475,3794.0,1.148,2094.0,25.0,0.667,0.28
242,Attrited Customer,49.0,M,5,College,Married,$40K - $60K,Blue,45,2,2.0,3.0,1438.3,0,1438.3,0.7340000000000001,815.0,21.0,0.615,0.0
243,Attrited Customer,45.0,F,2,College,Married,Less than $40K,Blue,36,1,3.0,2.0,3387.0,0,3387.0,0.789,510.0,24.0,0.6,0.0
244,Existing Customer,54.0,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2.0,3.0,1982.0,1289,693.0,0.9390000000000001,1377.0,49.0,0.69,0.65
245,Existing Customer,49.0,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2.0,2.0,4645.0,1650,2995.0,0.912,1193.0,33.0,0.65,0.355
246,Existing Customer,46.0,F,3,Doctorate,Single,Unknown,Blue,36,6,3.0,2.0,2189.0,1666,523.0,0.34299999999999997,1287.0,36.0,0.636,0.7609999999999999
247,Attrited Customer,46.0,M,4,High School,Married,$120K +,Blue,30,3,3.0,3.0,2442.0,0,2442.0,0.98,701.0,19.0,0.727,0.0
248,Existing Customer,47.0,M,3,Graduate,Married,$60K - $80K,Blue,38,4,1.0,2.0,21304.0,1532,19772.0,1.018,1770.0,25.0,0.9229999999999999,0.07200000000000001
249,Existing Customer,44.0,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,1.0,2.0,7577.0,2480,5097.0,0.435,1409.0,35.0,0.16699999999999998,0.327
250,Existing Customer,50.0,M,3,Post-Graduate,Single,$120K +,Blue,31,4,1.0,2.0,3234.0,1486,1748.0,0.868,1354.0,28.0,0.647,0.45899999999999996
252,Existing Customer,56.0,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3.0,4.0,2910.0,709,2201.0,0.5379999999999999,1192.0,27.0,0.588,0.244
253,Attrited Customer,59.0,M,0,High School,Single,$40K - $60K,Blue,48,2,4.0,3.0,3616.0,1054,2562.0,0.616,687.0,17.0,0.545,0.29100000000000004
254,Existing Customer,70.0,M,0,High School,Married,Less than $40K,Blue,56,3,2.0,3.0,3252.0,1495,1757.0,0.581,1227.0,15.0,0.875,0.46
256,Existing Customer,43.0,M,4,Unknown,Single,$60K - $80K,Blue,36,4,1.0,0.0,22322.0,953,21369.0,0.769,1348.0,34.0,1.125,0.043
257,Existing Customer,45.0,M,1,Uneducated,Single,$120K +,Blue,39,4,2.0,2.0,3133.0,1510,1623.0,0.609,1435.0,38.0,0.462,0.48200000000000004
258,Existing Customer,45.0,F,2,Uneducated,Single,$40K - $60K,Blue,35,2,3.0,0.0,3540.0,849,2691.0,0.456,1321.0,28.0,0.75,0.24
259,Existing Customer,40.0,M,1,Graduate,Married,$40K - $60K,Blue,23,6,3.0,2.0,6990.0,1378,5612.0,0.73,1479.0,29.0,0.611,0.19699999999999998
260,Existing Customer,36.0,M,2,College,Unknown,$80K - $120K,Blue,22,2,2.0,3.0,34516.0,1652,32864.0,0.8540000000000001,1283.0,39.0,1.294,0.048
261,Attrited Customer,59.0,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,1,4.0,1.0,1438.3,0,1438.3,1.038,689.0,23.0,0.353,0.0
262,Existing Customer,43.0,M,4,Unknown,Married,$60K - $80K,Blue,35,6,3.0,2.0,24396.0,1171,23225.0,0.655,965.0,17.0,1.125,0.048
264,Existing Customer,41.0,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1.0,3.0,5214.0,795,4419.0,0.7070000000000001,1258.0,23.0,1.3,0.152
265,Existing Customer,51.0,F,2,Graduate,Married,Less than $40K,Blue,46,5,2.0,2.0,5207.0,1650,3557.0,0.708,1339.0,20.0,0.5379999999999999,0.317
267,Existing Customer,43.0,F,4,Graduate,Divorced,Unknown,Blue,23,6,3.0,2.0,3187.0,2430,757.0,0.617,1387.0,33.0,1.357,0.762
268,Attrited Customer,64.0,F,0,High School,Married,$40K - $60K,Blue,53,1,3.0,3.0,3353.0,0,3353.0,1.021,960.0,18.0,0.385,0.0
270,Existing Customer,48.0,M,3,Unknown,Single,$40K - $60K,Blue,43,6,1.0,3.0,5279.0,1115,4164.0,0.5489999999999999,1642.0,41.0,0.519,0.21100000000000002
271,Existing Customer,40.0,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,3.0,0.0,23603.0,0,23603.0,0.795,1382.0,31.0,1.067,0.0
272,Existing Customer,57.0,M,0,Uneducated,Married,$40K - $60K,Blue,45,6,2.0,2.0,2601.0,0,2601.0,0.8140000000000001,1232.0,32.0,0.684,0.0
273,Existing Customer,45.0,M,4,Graduate,Single,$80K - $120K,Blue,40,4,3.0,0.0,6363.0,1029,5334.0,0.838,1542.0,16.0,1.286,0.162
274,Existing Customer,41.0,M,3,High School,Single,$80K - $120K,Blue,36,4,3.0,3.0,8029.0,1576,6453.0,0.826,1094.0,32.0,0.524,0.196
275,Existing Customer,42.0,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2.0,2.0,2410.0,1769,641.0,0.759,1217.0,30.0,1.143,0.7340000000000001
276,Attrited Customer,45.0,M,2,Graduate,Single,$60K - $80K,Blue,36,1,1.0,2.0,3401.0,0,3401.0,0.898,744.0,18.0,1.0,0.0
277,Existing Customer,42.0,F,4,Uneducated,Married,Less than $40K,Blue,23,4,2.0,0.0,2260.0,1007,1253.0,0.84,1614.0,33.0,0.737,0.446
278,Existing Customer,47.0,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2.0,2.0,17682.0,2481,15201.0,1.3019999999999998,1747.0,31.0,1.214,0.14
279,Existing Customer,48.0,F,4,High School,Married,$40K - $60K,Blue,42,3,1.0,3.0,4206.0,1100,3106.0,0.5870000000000001,1144.0,22.0,1.0,0.262
283,Attrited Customer,54.0,F,2,High School,Married,Unknown,Blue,44,3,3.0,1.0,6094.0,0,6094.0,1.129,909.0,14.0,0.273,0.0
285,Existing Customer,61.0,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,1.0,0.0,5362.0,1274,4088.0,1.015,1876.0,41.0,0.7829999999999999,0.23800000000000002
286,Attrited Customer,48.0,M,2,High School,Married,$120K +,Blue,36,3,3.0,3.0,27126.0,0,27126.0,0.953,1000.0,25.0,0.7859999999999999,0.0
287,Existing Customer,45.0,F,4,Graduate,Single,Less than $40K,Blue,36,6,3.0,2.0,3342.0,2517,825.0,0.7709999999999999,1139.0,30.0,0.765,0.753
288,Attrited Customer,54.0,F,4,Graduate,Married,Unknown,Blue,40,6,2.0,2.0,2532.0,2221,311.0,0.491,799.0,21.0,0.235,0.877
289,Existing Customer,54.0,F,3,Doctorate,Married,Unknown,Blue,46,2,2.0,3.0,1900.0,1376,524.0,0.89,1881.0,45.0,0.607,0.7240000000000001
290,Existing Customer,44.0,M,3,Graduate,Single,$60K - $80K,Blue,37,2,3.0,2.0,14546.0,1703,12843.0,0.955,1273.0,27.0,0.588,0.11699999999999999
291,Existing Customer,50.0,F,4,Doctorate,Single,Unknown,Blue,36,2,3.0,2.0,2521.0,1608,913.0,0.5870000000000001,1328.0,33.0,0.5710000000000001,0.638
292,Existing Customer,55.0,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,4.0,3.0,16427.0,1682,14745.0,0.631,1579.0,36.0,1.1179999999999999,0.102
296,Existing Customer,55.0,M,2,High School,Married,$40K - $60K,Blue,47,5,3.0,2.0,3096.0,2217,879.0,0.799,2011.0,41.0,0.7829999999999999,0.716
297,Existing Customer,62.0,F,0,High School,Married,$40K - $60K,Blue,52,5,2.0,3.0,2052.0,1250,802.0,0.728,1208.0,31.0,0.632,0.609
298,Existing Customer,38.0,F,1,High School,Unknown,Less than $40K,Blue,30,2,3.0,0.0,1438.3,583,855.3,0.888,1259.0,24.0,1.0,0.405
299,Existing Customer,46.0,M,3,High School,Single,$40K - $60K,Blue,39,2,3.0,2.0,9432.0,1418,8014.0,0.612,1319.0,26.0,0.368,0.15
301,Existing Customer,45.0,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3.0,2.0,2221.0,1343,878.0,0.8690000000000001,1338.0,30.0,1.308,0.605
302,Existing Customer,47.0,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3.0,0.0,5731.0,1577,4154.0,0.657,1554.0,26.0,0.444,0.275
303,Existing Customer,48.0,M,4,College,Married,$60K - $80K,Gold,33,2,2.0,3.0,34516.0,2061,32455.0,0.722,1350.0,32.0,0.455,0.06
304,Existing Customer,35.0,M,3,Uneducated,Married,$60K - $80K,Blue,22,5,2.0,2.0,6985.0,1130,5855.0,0.963,1694.0,44.0,0.76,0.162
305,Existing Customer,51.0,M,2,Graduate,Married,$120K +,Blue,42,3,3.0,0.0,24221.0,1707,22514.0,0.816,1678.0,40.0,0.5379999999999999,0.07
306,Existing Customer,36.0,F,3,High School,Married,Unknown,Blue,24,4,1.0,1.0,15439.0,0,15439.0,0.742,2069.0,43.0,0.536,0.0
307,Existing Customer,47.0,M,4,Graduate,Single,$80K - $120K,Blue,36,6,3.0,2.0,21637.0,2030,19607.0,0.7759999999999999,1222.0,23.0,0.43799999999999994,0.094
308,Existing Customer,52.0,M,2,Graduate,Single,$120K +,Blue,37,2,3.0,2.0,14543.0,0,14543.0,0.7879999999999999,1536.0,37.0,0.423,0.0
310,Existing Customer,63.0,M,2,High School,Married,$40K - $60K,Blue,36,2,2.0,2.0,5007.0,930,4077.0,0.885,1050.0,28.0,1.1540000000000001,0.18600000000000005
311,Existing Customer,61.0,M,0,Graduate,Married,$60K - $80K,Blue,54,3,2.0,0.0,1616.0,1047,569.0,0.9840000000000001,1389.0,33.0,1.2,0.648
312,Existing Customer,53.0,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2.0,2.0,19116.0,0,19116.0,0.6559999999999999,1184.0,29.0,0.611,0.0
314,Attrited Customer,57.0,M,3,Graduate,Married,$120K +,Blue,38,2,3.0,3.0,8249.0,1381,6868.0,0.7979999999999999,678.0,11.0,0.833,0.16699999999999998
315,Existing Customer,38.0,F,2,Graduate,Single,Unknown,Blue,31,2,3.0,2.0,14041.0,2154,11887.0,1.084,1467.0,29.0,1.4169999999999998,0.153
316,Existing Customer,53.0,M,3,High School,Married,$60K - $80K,Blue,43,5,3.0,2.0,5264.0,2169,3095.0,0.374,1219.0,27.0,0.5,0.41200000000000003
317,Existing Customer,63.0,F,0,Unknown,Married,Less than $40K,Blue,54,4,2.0,1.0,2420.0,1912,508.0,1.256,1730.0,36.0,0.565,0.79
318,Existing Customer,49.0,F,4,High School,Married,Less than $40K,Blue,43,4,2.0,0.0,2826.0,2070,756.0,0.541,1025.0,28.0,0.647,0.732
319,Existing Customer,45.0,M,2,High School,Married,$80K - $120K,Blue,34,5,5.0,2.0,12518.0,1539,10979.0,0.645,1165.0,33.0,0.833,0.12300000000000001
320,Existing Customer,67.0,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2.0,1.0,5876.0,1297,4579.0,1.012,2133.0,55.0,0.7190000000000001,0.221
321,Existing Customer,48.0,M,3,Graduate,Single,$80K - $120K,Silver,37,3,2.0,3.0,34516.0,0,34516.0,0.44799999999999995,1122.0,13.0,0.182,0.0
325,Existing Customer,34.0,M,3,High School,Married,$60K - $80K,Blue,26,4,3.0,3.0,3265.0,2517,748.0,0.9520000000000001,1843.0,35.0,0.9440000000000001,0.7709999999999999
326,Existing Customer,56.0,M,1,Uneducated,Married,$120K +,Blue,36,3,2.0,2.0,6041.0,1355,4686.0,0.685,1747.0,49.0,0.581,0.22399999999999998
328,Existing Customer,47.0,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,2.0,2.0,13399.0,2505,10894.0,0.627,1326.0,31.0,0.8240000000000001,0.187
329,Existing Customer,46.0,F,3,Unknown,Married,Less than $40K,Blue,38,4,3.0,3.0,4317.0,2517,1800.0,0.9440000000000001,1619.0,36.0,1.0,0.583
330,Existing Customer,43.0,F,3,Graduate,Single,$40K - $60K,Blue,29,5,2.0,0.0,3378.0,1069,2309.0,0.581,1285.0,16.0,0.33299999999999996,0.316
331,Existing Customer,50.0,F,1,Graduate,Single,Less than $40K,Blue,36,4,1.0,3.0,5012.0,2242,2770.0,0.816,1142.0,28.0,1.0,0.447
332,Existing Customer,38.0,F,4,Uneducated,Single,Less than $40K,Blue,30,4,1.0,0.0,2569.0,1605,964.0,0.574,1190.0,46.0,0.643,0.625
333,Existing Customer,53.0,F,1,Graduate,Single,Less than $40K,Blue,45,3,1.0,2.0,3471.0,1785,1686.0,1.051,1052.0,24.0,0.7140000000000001,0.514
334,Existing Customer,43.0,M,5,Graduate,Divorced,$120K +,Silver,31,5,3.0,3.0,34516.0,1699,32817.0,0.7709999999999999,1628.0,38.0,0.727,0.049
335,Existing Customer,53.0,M,1,High School,Married,$120K +,Blue,36,6,3.0,2.0,3312.0,1844,1468.0,0.986,1740.0,32.0,0.882,0.557
337,Attrited Customer,54.0,M,2,Unknown,Married,$40K - $60K,Blue,44,4,3.0,2.0,2902.0,2517,385.0,0.821,996.0,26.0,0.444,0.867
338,Existing Customer,57.0,F,3,High School,Married,Less than $40K,Blue,39,3,2.0,1.0,2742.0,2321,421.0,1.315,1389.0,32.0,0.6,0.846
339,Existing Customer,62.0,M,1,High School,Married,Less than $40K,Blue,53,5,3.0,3.0,2077.0,1571,506.0,1.031,1365.0,38.0,1.0,0.7559999999999999
340,Existing Customer,46.0,F,4,Graduate,Single,Less than $40K,Blue,40,5,1.0,2.0,6265.0,1942,4323.0,1.0270000000000001,1715.0,43.0,0.87,0.31
341,Existing Customer,49.0,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,3.0,0.0,7819.0,1560,6259.0,0.8270000000000001,1582.0,25.0,0.7859999999999999,0.2
342,Existing Customer,52.0,M,3,Graduate,Single,$80K - $120K,Blue,42,6,3.0,3.0,2731.0,1692,1039.0,0.62,1220.0,22.0,0.6920000000000001,0.62
343,Attrited Customer,58.0,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,4.0,3.0,1438.3,537,901.3,0.8190000000000001,715.0,13.0,0.182,0.373
344,Existing Customer,54.0,M,0,High School,Married,$80K - $120K,Blue,36,3,1.0,2.0,16286.0,1710,14576.0,1.2229999999999999,2552.0,49.0,1.227,0.105
345,Existing Customer,49.0,M,1,Graduate,Married,$120K +,Blue,39,3,2.0,3.0,34516.0,0,34516.0,0.507,1106.0,31.0,0.938,0.0
347,Existing Customer,52.0,M,2,High School,Single,$60K - $80K,Blue,45,5,3.0,2.0,7567.0,1173,6394.0,0.541,1435.0,32.0,0.6,0.155
348,Existing Customer,41.0,M,5,High School,Married,$60K - $80K,Blue,33,5,3.0,3.0,22770.0,2517,20253.0,0.9940000000000001,1882.0,38.0,0.652,0.111
349,Existing Customer,62.0,F,0,Uneducated,Married,Less than $40K,Blue,50,5,1.0,2.0,3791.0,1648,2143.0,1.227,2058.0,34.0,0.789,0.435
351,Existing Customer,40.0,F,3,High School,Divorced,Less than $40K,Blue,35,3,1.0,3.0,2555.0,2117,438.0,1.0490000000000002,1334.0,32.0,0.6,0.8290000000000001
352,Existing Customer,43.0,M,3,Graduate,Married,$80K - $120K,Blue,26,5,3.0,2.0,2355.0,1090,1265.0,0.7509999999999999,1441.0,29.0,0.812,0.46299999999999997
353,Existing Customer,53.0,F,2,Graduate,Single,$40K - $60K,Blue,42,6,2.0,0.0,5332.0,0,5332.0,0.9390000000000001,1371.0,39.0,1.167,0.0
354,Existing Customer,55.0,M,1,Uneducated,Single,$40K - $60K,Blue,49,6,3.0,2.0,1443.0,1375,68.0,0.6829999999999999,1991.0,38.0,0.583,0.953
356,Existing Customer,41.0,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,2.0,0.0,7984.0,1503,6481.0,0.797,1734.0,39.0,1.167,0.188
357,Existing Customer,49.0,M,3,Uneducated,Single,$60K - $80K,Blue,32,3,2.0,2.0,18584.0,2517,16067.0,0.703,1330.0,34.0,1.125,0.135
359,Existing Customer,46.0,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,3.0,2.0,34516.0,2165,32351.0,0.8370000000000001,1672.0,32.0,0.524,0.063
360,Existing Customer,50.0,F,1,Uneducated,Married,Less than $40K,Blue,43,6,3.0,4.0,1438.3,0,1438.3,1.068,1439.0,41.0,1.05,0.0
361,Existing Customer,40.0,M,2,Graduate,Single,$80K - $120K,Blue,24,5,1.0,0.0,2478.0,2031,447.0,1.284,1558.0,31.0,0.938,0.82
362,Existing Customer,51.0,M,4,High School,Single,$120K +,Blue,46,6,3.0,3.0,34516.0,2274,32242.0,0.7879999999999999,1795.0,47.0,0.679,0.066
363,Existing Customer,50.0,F,2,Graduate,Married,$40K - $60K,Blue,44,6,2.0,3.0,2339.0,1440,899.0,0.431,893.0,22.0,0.375,0.616
364,Existing Customer,47.0,F,2,Graduate,Married,Less than $40K,Blue,36,6,3.0,2.0,2726.0,0,2726.0,0.8440000000000001,1099.0,27.0,0.588,0.0
365,Existing Customer,43.0,M,4,Unknown,Married,$120K +,Blue,39,3,3.0,3.0,14881.0,848,14033.0,0.762,1408.0,23.0,1.091,0.057
367,Existing Customer,47.0,F,2,Graduate,Married,Less than $40K,Blue,34,5,2.0,2.0,3156.0,1644,1512.0,1.052,1151.0,31.0,1.385,0.521
368,Existing Customer,46.0,F,2,Graduate,Single,Less than $40K,Blue,41,5,3.0,0.0,4745.0,1270,3475.0,0.93,1519.0,31.0,0.938,0.268
369,Existing Customer,46.0,M,2,High School,Married,$120K +,Blue,36,5,3.0,2.0,19727.0,1785,17942.0,0.5720000000000001,1245.0,25.0,0.7859999999999999,0.09
370,Existing Customer,52.0,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,3.0,2.0,22720.0,793,21927.0,0.685,1102.0,27.0,0.28600000000000003,0.035
371,Existing Customer,43.0,M,4,Unknown,Married,$40K - $60K,Blue,36,5,3.0,0.0,8129.0,1799,6330.0,0.5660000000000001,1402.0,33.0,0.737,0.221
372,Existing Customer,40.0,F,4,Graduate,Single,Less than $40K,Blue,27,6,2.0,3.0,3751.0,1521,2230.0,0.9740000000000001,1060.0,30.0,1.308,0.405
373,Existing Customer,54.0,F,4,High School,Married,Less than $40K,Blue,36,3,5.0,3.0,1594.0,1411,183.0,0.8170000000000001,1459.0,35.0,1.188,0.885
374,Existing Customer,55.0,F,1,High School,Single,Less than $40K,Blue,43,4,2.0,0.0,2569.0,1403,1166.0,0.8859999999999999,1456.0,39.0,0.444,0.546
375,Existing Customer,49.0,F,4,Post-Graduate,Single,Unknown,Blue,44,6,3.0,2.0,18206.0,1586,16620.0,0.9209999999999999,1439.0,48.0,1.0,0.087
376,Existing Customer,45.0,M,4,High School,Married,$40K - $60K,Blue,34,6,3.0,3.0,3104.0,1766,1338.0,0.828,1353.0,24.0,1.182,0.569
377,Existing Customer,49.0,M,3,Graduate,Married,$40K - $60K,Blue,41,5,3.0,2.0,2406.0,1560,846.0,0.7509999999999999,1173.0,32.0,0.391,0.648
378,Existing Customer,63.0,M,1,Uneducated,Married,$80K - $120K,Blue,36,5,2.0,3.0,24571.0,1955,22616.0,1.1740000000000002,1746.0,28.0,1.0,0.08
379,Existing Customer,40.0,F,3,High School,Single,Less than $40K,Gold,36,3,2.0,3.0,15534.0,726,14808.0,0.556,1279.0,28.0,0.867,0.047
380,Existing Customer,41.0,F,2,Graduate,Married,Less than $40K,Silver,33,4,2.0,0.0,12301.0,2250,10051.0,0.484,1307.0,29.0,0.261,0.183
381,Existing Customer,37.0,M,4,Graduate,Married,$80K - $120K,Blue,26,6,2.0,3.0,2846.0,1818,1028.0,0.711,1473.0,37.0,1.176,0.639
382,Existing Customer,58.0,M,2,Uneducated,Unknown,$120K +,Blue,49,6,2.0,3.0,9788.0,1794,7994.0,0.778,1805.0,37.0,0.762,0.183
383,Existing Customer,55.0,M,2,High School,Married,$60K - $80K,Blue,36,4,3.0,3.0,7231.0,2381,4850.0,0.996,1421.0,23.0,1.3,0.32899999999999996
384,Existing Customer,53.0,F,1,High School,Married,Less than $40K,Blue,48,6,3.0,2.0,2324.0,1576,748.0,0.728,1272.0,37.0,1.3119999999999998,0.6779999999999999
385,Existing Customer,57.0,M,2,Graduate,Married,$80K - $120K,Blue,40,3,2.0,3.0,12208.0,1980,10228.0,0.616,1409.0,34.0,0.619,0.162
386,Attrited Customer,43.0,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,2,5.0,3.0,5639.0,1547,4092.0,1.087,647.0,15.0,0.364,0.27399999999999997
387,Existing Customer,58.0,M,1,Graduate,Married,$60K - $80K,Blue,46,3,3.0,2.0,10021.0,1617,8404.0,0.578,1275.0,25.0,0.667,0.161
388,Existing Customer,64.0,M,0,Unknown,Married,Less than $40K,Blue,56,6,1.0,0.0,2215.0,1915,300.0,0.794,1270.0,27.0,0.588,0.865
389,Existing Customer,54.0,F,2,Graduate,Married,Less than $40K,Blue,44,3,2.0,3.0,2027.0,1480,547.0,0.9790000000000001,1702.0,37.0,0.9470000000000001,0.73
390,Existing Customer,53.0,M,2,Graduate,Married,$60K - $80K,Blue,47,6,2.0,2.0,6363.0,1162,5201.0,0.644,1256.0,26.0,1.0,0.183
391,Existing Customer,39.0,F,3,College,Single,Less than $40K,Blue,25,6,1.0,2.0,3920.0,2008,1912.0,0.9440000000000001,3178.0,53.0,0.6559999999999999,0.512
393,Existing Customer,54.0,F,4,Unknown,Divorced,Less than $40K,Blue,49,6,1.0,1.0,9376.0,1288,8088.0,0.597,1562.0,33.0,0.5,0.13699999999999998
394,Existing Customer,59.0,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,5,3.0,3.0,1944.0,1346,598.0,1.052,1960.0,57.0,0.727,0.6920000000000001
395,Existing Customer,42.0,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,1.0,0.0,9599.0,1554,8045.0,1.087,1154.0,38.0,1.235,0.162
396,Existing Customer,42.0,M,4,Graduate,Married,$60K - $80K,Silver,28,5,1.0,2.0,28202.0,843,27359.0,0.637,1629.0,38.0,0.727,0.03
397,Existing Customer,43.0,M,3,College,Unknown,$80K - $120K,Blue,39,3,3.0,1.0,24850.0,1662,23188.0,0.693,1226.0,25.0,0.9229999999999999,0.067
398,Existing Customer,55.0,M,0,High School,Married,$120K +,Blue,49,5,3.0,3.0,3805.0,2233,1572.0,1.095,1743.0,27.0,0.929,0.5870000000000001
399,Existing Customer,52.0,M,1,Uneducated,Single,$80K - $120K,Blue,37,5,2.0,2.0,2733.0,1306,1427.0,0.7909999999999999,1139.0,39.0,0.444,0.478
400,Existing Customer,46.0,M,1,Uneducated,Unknown,$40K - $60K,Blue,27,6,3.0,3.0,12781.0,1253,11528.0,0.638,1073.0,21.0,0.4,0.098
401,Attrited Customer,57.0,M,2,Uneducated,Married,$120K +,Blue,40,3,3.0,3.0,3106.0,1120,1986.0,1.045,683.0,17.0,0.7,0.361
402,Existing Customer,48.0,M,3,College,Married,$80K - $120K,Blue,42,3,3.0,0.0,7477.0,0,7477.0,0.511,1159.0,32.0,0.684,0.0
403,Existing Customer,45.0,M,4,Unknown,Married,$120K +,Blue,33,6,1.0,3.0,34516.0,2086,32430.0,0.986,1859.0,47.0,0.958,0.06
404,Existing Customer,48.0,M,2,High School,Married,$120K +,Blue,36,6,5.0,2.0,29963.0,2094,27869.0,0.648,1205.0,28.0,0.867,0.07
405,Existing Customer,47.0,M,1,Graduate,Single,$40K - $60K,Blue,36,5,3.0,0.0,6509.0,2033,4476.0,0.83,1409.0,37.0,0.37,0.312
406,Attrited Customer,42.0,M,3,College,Married,$60K - $80K,Blue,34,3,3.0,3.0,13450.0,0,13450.0,0.742,1000.0,18.0,0.059000000000000004,0.0
407,Existing Customer,41.0,M,2,Graduate,Unknown,$60K - $80K,Silver,36,6,2.0,0.0,27000.0,0,27000.0,0.61,1209.0,39.0,0.3,0.0
408,Existing Customer,51.0,M,4,College,Married,$120K +,Silver,31,5,2.0,1.0,34516.0,1254,33262.0,0.8690000000000001,1366.0,25.0,0.7859999999999999,0.036000000000000004
409,Existing Customer,55.0,F,2,Graduate,Single,Less than $40K,Blue,47,5,3.0,2.0,6347.0,0,6347.0,0.466,1161.0,44.0,0.375,0.0
410,Existing Customer,67.0,M,1,Uneducated,Married,$40K - $60K,Blue,49,4,3.0,2.0,3106.0,1675,1431.0,0.7809999999999999,1512.0,38.0,0.40700000000000003,0.539
411,Existing Customer,39.0,M,1,Graduate,Married,$60K - $80K,Blue,31,4,1.0,1.0,2536.0,913,1623.0,1.0590000000000002,1750.0,35.0,1.3330000000000002,0.36
412,Existing Customer,54.0,M,3,Post-Graduate,Single,$60K - $80K,Blue,35,6,3.0,0.0,13048.0,1954,11094.0,1.139,1170.0,24.0,0.846,0.15
413,Existing Customer,55.0,F,2,Unknown,Married,Less than $40K,Blue,37,3,3.0,1.0,2453.0,968,1485.0,1.081,2218.0,50.0,0.613,0.395
414,Existing Customer,47.0,M,3,High School,Married,$40K - $60K,Silver,36,3,2.0,2.0,16138.0,1249,14889.0,1.01,1198.0,33.0,0.833,0.077
415,Existing Customer,49.0,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,3,2.0,0.0,8077.0,1965,6112.0,0.637,1329.0,26.0,0.444,0.243
416,Attrited Customer,42.0,F,2,Graduate,Married,Less than $40K,Blue,23,3,3.0,3.0,1929.0,1673,256.0,0.835,857.0,36.0,1.1179999999999999,0.867
